Name,Price,Discount
S530 Mini Wireless Bluetooth Invisible Earbud Earphone,KSh 410,49%
"Realme C51 6.74''  Display, 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh - Green","KSh 15,599",48%
"Samsung GALXY A55 5G,8GB RAM/256GB ROM,5000MAH,SPLY""","KSh 52,900",34%
"VILLAON V110,1.77"" Screen Wireless FM,Camera,Bright Touch,Facebook,1000mAh(Dual Sim)","KSh 1,149",23%
Car USB Charger Bluetooth FM Transmit MP3 Player,KSh 647,19%
Otg Connect Kit Kit OTG Cable Micro USB Cable + Watch,KSh 489,46%
PROFESSIONAL Condenser Microphone BLUETOOTH BM Mic Kit Live Sound Card V8 SOUND CARD 800,"KSh 5,250",42%
Bluetooth Headsets Noise Cancelling Wireless Earphone BT 5.0,KSh 566,40%
"Samsung  Galaxy A05, Display 6.7"" //64GB ROM + 4GB RAM //Dual SIM //5000mAh //50MP Camera /Ksly -B","KSh 11,299",44%
"Infinix HOT 40i,6.6 90HZ HD+PUNCH HOLE DISPAY,8GB RAM(UPTO 16GB RAM)256GB ROM,DUAL,4G,ANDROID 13,","KSh 18,290",39%
"Bontel 2720 1.77”, Flip ,EARPHONES,WATCH,BLACK EXTENSION","KSh 2,390",4%
Wrist Band Strap Replacement For Xiaomi Mi Band 3,KSh 183,30%
"Bontel 3720 Flip Phone, 1.77'' Display, FM Radio , Flash Torch-","KSh 2,000",20%
Amaya APW-03 power bank 30000mAh 22.5W super fast charging with flashlight,"KSh 4,500",44%
"Itel A04, 6.3"",display(2GB RAM + 32GB)(Dual SIM),4000mAh,sply""","KSh 8,250",25%
Att AT&T In Ear Earphones  Strong Bass Noise Cancelling HD Sound Binaural Call Earbuds-Skyblue,KSh 499,17%
"Infinix Hot 40 PRO, 6.6'', 256GB ROM + 8GB RAM, 108MP CAMERA, Dual SIM, 5000mAh +COVER BT SWATCH","KSh 25,999",35%
Car Wireless Bluetooth Music Audio Receiver Kit,KSh 524,48%
Oraimo 27000mAh Traveller PowerBank,"KSh 4,999",No discount
Samsung  65W USB TYPE C PD SUPER FAST 5A CHARGER,"KSh 1,800",10%
Android Charging USB Cable,KSh 20,No discount
Apple MagSafe WIRELESS IPHONE Charger - White,"KSh 2,200 - KSh 3,599",40%
Fashion T500 Multipurpose Smartwatch,"KSh 2,000",43%
Realme NOTE 50 6.74 INCHES DISPLAY 4GB RAM+128 GB ROM DUAL SIM 5000 MAH +POWER BANK,"KSh 14,350",28%
Oraimo Traveler Link 27 27000mAh 12W Power Bank,"KSh 4,600",23%
OPPO Reno 10 5G Liquid Silicone Cover Case,KSh 800,11%
Y1 Bluetooth V8 SPORT Wrist Smartwatch GSM SIM TF SD CARD SLOT,"KSh 1,879",1%
Huawei 512GB  Micro SD Card Class 10 UHS-1 TF Memory Card,"KSh 1,020",32%
Smart Watch Bluetooth Call AMOLED Large Screen 466*466 Waterproof-HEF,"KSh 4,199",16%
F9 -Wireless  Headphone Bluetooth Earpods For Tecno Camon 19 Pro Phone & Cap & Belt,"KSh 1,300",28%
DZ09 Bluetooth SPORT Smartwatch GSM SIM SD CARD,"KSh 1,899 - KSh 1,999",5%
"Realme C30s, 6.5"", 64GB + 3GB, (Dual SIM) 5000mAh - Blue + Smart Watch & Earbuds","KSh 11,150",24%
"Samsung GALAXY A05s,SCREEN DISPLAY 6.7""(128GB ROM+4GB RAM)POWERBANK,WATCH & BUDS","KSh 16,490",45%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
"Tecno Spark 20, 6.6'' , 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Black + Smart watch & Power Bank","KSh 14,999",42%
"Infinix HOT 40 PRO, 6.6'', 256GB ROM + 8GB RAM, 108MP CAM, Dual SIM, 5000mAh-Gold","KSh 24,999",2%
"Samsung Advanced Fast Charge Power Bank, Battery Pack, 15W, 10000 mAh Capacity, 2-Port with Type-C Cable,  Pink","KSh 2,850",53%
InPods 3 Pro Bluetooth Earphone TWS Wireless Earbuds,KSh 556,45%
Tecno T402 - 3 SIM Cards - --Wireless FM Radio - Black featured phone,"KSh 2,400",20%
"Tecno POP 8 ,Display 6.6"" //4GB RAM+128 ROM //Android 13 //Dual sim //5000mAh /Ksly +FREE BT+C+W+O+R","KSh 13,399",33%
"Amaya TK 05 Wireless Sports Earbuds, 20 Hours Play Time - White","KSh 1,699",No discount
Dual Sim 4g Android Samrt Phone 5A Global Rom,"KSh 4,699 - KSh 5,999",41%
Oppo Type C VOOC Fast_Charger,KSh 875,No discount
"Itel A70,6.6 INCHES DISPLAY ,5000MAH,256GB ROM,UPTO 12GB RAM,DUAL SIM,POWERBANK,BUDS & WATCH","KSh 14,650",14%
Sunglasses Wireless Bluetooth Earphone FBI Headset,"KSh 1,298",18%
Itel A04 32+2 GB 6.3 display dual SIM 4000 battery,"KSh 8,500",45%
"Apple IPhone 14 Pro Max, 6.7"", 256GB + 6GB RAM (Single SIM), 4323mAh, 5G - Gold","KSh 150,000",No discount
U&I Wireless Earbuds - Jump Series,"KSh 1,299",48%
Samsung Galaxy A23 4G 6.6″ LCD Display Single Sim 5000 MAh 128GB+4GB Smartphones,"KSh 23,999",35%
360 Rotating Car Windshield Dashboard Phone Holder,KSh 799,38%
For Xiaomi Mi Band 6 Silicone Strap Watchband-Black,KSh 183,30%
T800 Ultra Smart Watch Sports & Fitness BT Calls,KSh 900,40%
Oraimo Pure Bass Earphones (ORIGINAL) With Extra Ear-tips,KSh 399,No discount
Tripod Suitable For Camera Phone Holder,KSh 999,41%
"Vivo Y17s - 6.56'' Display, 6GB RAM + 128GB ROM - (Dual SIM) - 50MP Camera- 5000mAh - Black+TRIPOD","KSh 18,499",38%
"Colmi P71 Voice Calling Smartwatch Health Monitoring, Smart Notifications Voice Assistant Smart Watch","KSh 3,299",40%
"Itel A50,IPS LCD 6.6"" INCHES WITH DYNAMIC BAR,UPTO 6GB RAM & 64GB ROM,5000MAH,TYPE-C,,,ENTERPRS","KSh 9,650",36%
Samsung GM-B311V Flip 2Inch Dual Sim 1.3MP-Red,"KSh 4,999",29%
B7000 Universal Glue For Phone Repair And Screen Replacement Superglue B-7000 Adhesive Telephone Glass Glue Repair Point Diamond Jewelry DIY Glue,KSh 551,45%
"UK 3 Pin Plug USB Mains Charger Adapter, 1AMP 1000mAh Fast Speed Universal Travel USB Wall Charger For IPhone,iPad, IPod And Samsung Galaxy Tab, HTC, Tablet & USB Socket Devices White",KSh 379,55%
"Oppo A18, 6.56'' Display, 4GB RAM + 128GB ROM, ColorOs 13.1, (Dual SIM), 5000mAh","KSh 18,199",39%
"Vivo Y03,90HZ,6.65"" INCHES,5000MAH (4GB RAM+64GB ROM)4G,13MP CAMERA,HEADPHONES & SMART WATCH","KSh 13,650",32%
"XIAOMI Redmi 12C, 6.71"", 4GB + 128GB, 50MP CAM, 5000mAh, Blue","KSh 15,999",43%
Amaya  Portable Powerbank 12000mAh 3 In 1,"KSh 1,600",20%
"Tecno POP 8 6.6"" - 3GB RAM + 64 ROM - Dual Speaker - (Dual sim) 5000mAh - Gravity Black + Smart watch & Power bank","KSh 12,299",39%
Adjustable Selfie Stick Mobile Phone Camera Stand Tripod + Bluetooth Remote Control,"KSh 1,390",44%
Pro5s Bluetooth Earphones Touch Control,"KSh 1,099",8%
"XIAOMI Redmi 13C,Display 6.74"" //4GB RAM+128GB ROM //50MP AI triple camera //Dual sim /Ksly -B","KSh 13,499",33%
"Itel A70 AWESOME,UPTO 8GB RAM +128GB ROM,POWERBANK,WATCH & BUDS","KSh 11,950",34%
"Tecno Camon 20 6.67""(256GB+8GB )64MP,5000mAh,& SIX FREEBIES","KSh 21,950",31%
Att SAWA  AT&T InEar Earphones  HD Sound Earphone + Mic Gift Headsets Earbuds-Purple,KSh 105,48%
Stereo F9 Bluetooth Earphones Power Headsets.,KSh 980,18%
Infinix Note 40 - 6.78'' Display - 256GB ROM - 8GB GB RAM - 108MP - 5000mAh+magnifier s watch,"KSh 30,600",24%
"Nokia C32, 6.5"",64GB ROM+4GB RAM Expandable To 7GB, (Dual Sim), 50MP Camera-Charcoal","KSh 19,399",19%
"Infinix Smart 8 - 6.6"" (4GB RAM/64 ROM) 4G Dual SIM, 5000mAh,","KSh 11,200",25%
1m USB-C / Type-C to 8 Pin Data Sync Charger Cable for iPhone 8 / iPhone 7 and 7 Plus / iPhone 6 and 6s and 6 Plus and 6s Plus,KSh 499,30%
"XIAOMI Redmi 12, 6.7' Inches Display, 8GB RAM + 256GB ROM, 50MP, DUAL SIM, 5000mAh - Sky Blue + Free Gifts","KSh 20,899",30%
"Infinix Hot 40i, 6.78"" , 128GB ROM + 4GB RAM (Dual SIM), 50MP, 5000mAh, Blue + Smart Watch & Phone Holder","KSh 13,299",34%
"Bontel A225 Mobile (Dual Sim )Flip,1000Mah,Feature Phone","KSh 1,990",20%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
Otg Connect Kit OTG Cable Micro USB Cable Type C,KSh 199,No discount
Huawei Y9 Prime 2019 6GB 128GB 6.59 in Dual SIM Smartphone - New,"KSh 20,999",38%
Metallic Phone Holder Bicycle Bike Motorcycle Stand Rack 360 Rotation,KSh 800,11%
10.1 Inch Android 12 Tablet  16GB With SIM Card Slot GPS,"KSh 11,308",48%
2024 New 2.1-inch Full-screen Smart Sports Fitness Watch,"KSh 1,310",50%
"Charger USB Data Cable-iphone 6 ,6 Plus",KSh 300,50%
"Bontel 2720 1.77”Flip Phone, 1000mAh,buds & Watch","KSh 2,600",10%
"Samsung  Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh+I12 SPEAKER","KSh 18,499",46%
M2-C-Black Double - Screen Long Standby Cell Phone,"KSh 6,200",16%
"Phone Case For Samsung Galaxy Tab S9 Plus Keyboard Case 12.4?, Smart Folio Case with S Pen Holder((X810/X816B/X818U)","KSh 4,970",24%
"Samsung Galaxy A24 4G, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Black","KSh 28,699",28%
Xdobo Portable Speaker Bluetooth 80w With RGB Light Square Dance,"KSh 10,044",No discount
"Tecno SPARK 20,IPS LCD DISPLAY SCREEN,6.6,5000MAH(128GB ROM+UPTO 8GB RAM)POWERBANK,BUDS & WATCH","KSh 16,300",26%
"Infinix SMART 8.IPS LCD DISPLAY 6.6""INCHES (3GB RAM+64GB ROM)13MP,5000MAH,","KSh 11,150",30%
Otg Connect Kit MOBILE Phone OTG BUY ONE GET ONE FREE!!,KSh 160,20%
"Samsung Galaxy S23 Ultra 5G, 6.8"", 512GB + 12GB RAM (Dual SIM), 5000mAh, Black","KSh 134,999",29%
Miniso Super Bass Earphone Wired Headset 3.5mm Jack Pin,KSh 399,No discount
"SQ 1000S,,1.77""Screen Display 6800mAh(Dual SIM)Wireless FM, Camera","KSh 1,995",20%
Music Pioneer Bluetooth Headset P9 Wireless-Compatible With IOS&Android,KSh 670,48%
"Bontel T1000, Wireless Desktop Phone, Sms,,Feature-//free Gifts","KSh 3,550",21%
"XIAOMI Redmi 13C, 6.71""(8GB RAM+256GB Storage)5000mAh Dual +WACTH +F9","KSh 17,399",42%
"Infinix NOTE 30 Pro, 6.67"" FHD, 256GB ROM + 8GB RAM, 108MP, 68W, 5000MAH, 4G LTE - Gold","KSh 24,750",46%
"XIAOMI 20,000 mAh Redmi 18W Fast Charge Power Bank For iPhone, Samsug, Redmi","KSh 3,895",48%
"Infinix  Smart 8, 6.6"" HD Disp., 4GB RAM Expandable Up to 6GB + 64GB ROM, Android 13 (Dual sim) 5000mAh - Black + FREEBIES","KSh 12,299",39%
Samsung Galaxy A15 Privacy Anti Peep Tempered Glass Protector.,KSh 665,45%
"Oppo Reno11 F 5G,6.7"",8GB+256GB, 64MP,5000mAh,(Dual Sim) Palm Green (2YR WRTY)","KSh 46,999",6%
Dual Sim Android 4g Smart Phone 4X 5.0 Inch 4100mAh Battery Global ROM,"KSh 4,599 - KSh 6,599",45%
Itel TWS BUDSNEO Noise Cancellation,"KSh 1,200",33%
L8Star BM70-Black GSM Bluetooth Earphone Mini Mobile Phone,"KSh 2,200",21%
Samsung 25W PD SuperFast Charging USB TYPE C Plug Alone EU,KSh 799,47%
Oraimo 20000mAh Power Bank,"KSh 2,300",39%
Samsung Phone Case For Galaxy A13 4G Liquid Silicone Back Cover/Case-black,KSh 749,38%
4PCS AA Rechargeable Batteries - Sustainable Power Solution For Your Devices,"KSh 1,000",33%
Phone Case For TECNO SPARK 20 Liquid Silicone Cover Case - Black.,KSh 650,35%
Samsung ORIGINAL  2 Meters 2M PD 3A USB TYPE C TO USB TYPE C CABLE FOR APPLE,KSh 499,38%
Tecno Spark 20 Pro plus - 6.78' - 256GB HDD - 8GB RAM - 108MP Rear/32MP Front +PRT SPEAKER,"KSh 28,999",36%
Samsung A14 5G Case Butterfly Soft Silicone Phone Cover,KSh 340,36%
Phone Case For Samsung Galaxy A15 Slim Smooth Soft Silicone Shockproof Anti-Figerprint Cover,KSh 799,40%
"XIAOMI Redmi 13C , 6.74""  4GB RAM + 128GB ROM, 50MP AI, 5000mAh (Dual Sim) - Blue","KSh 13,398",42%
"Samsung Galaxy A15, Display 6.5"" //128GB ROM + 4GB RAM //Dual SIM //5000mAh /Ksly +FREE F9+BT+MW+O+R","KSh 16,499",45%
L8Star Super Small Mini Phone (Yellow),"KSh 1,599",No discount
"Bontel 2720 1.77”SIZE Screen, Flip Phone, FREEBIES","KSh 2,500",14%
Vivo  Y27s 6.6 DISPLAY 8GB+256GB  Dual SIM O Android 5000MAH+F9 WATCH,"KSh 29,999",25%
Lenovo HE05 Headset Bluetooth 5.0 Wireless Magnetic Neck,KSh 499,35%
Sandisk Ultra Flair 128gb 3.0 Flashdisk,"KSh 2,400",40%
"Infinix Smart 8 6.6"" HD, 4GB RAM EXPANDABLE TO 8GB + 128GB ROM, Android 13 (Dual sim) 5000mAh - Gold","KSh 11,990",40%
Air 31 Crystal Clear Bluetooth 5.3 Headset With Clear Charging Case Subwoofer Stereo LED Display,KSh 699,50%
"Nokia C1 2nd Edition, 5.45"", 1GB +16GB - (DUAL SIM),Android 11, Blue","KSh 6,750",39%
Samsung Galaxy S10+ Plus -128GB+8GB RAM- Single Sim - Black,"KSh 38,438",12%
"U800 LED light video light kit with 2.1m tripod, rechargeable and plug-powered camera video light, 3200K-5600K camera video light, rechargeable and plug-powered video conference live light","KSh 8,599",43%
"Nokia 225 2.4inch,0.3MP, Dual-Sim 1150mAh-Black","KSh 4,699",15%
Tecno Pop 7 6.6 display 64+2gb battery 5000 dual SIM 4g network plus gift,"KSh 10,750",46%
"Itel IT 5081-2.40 "", 3-TRIPLE SIM, OPERA MINI // IT5081","KSh 2,199",12%
"Samsung Galaxy A04e, 6.5"",DISPLAY SIZE( 32GB + 3GB)(Dual SIM), 13MP, 5000mAh,,","KSh 10,250",46%
Tecno T302 mobile phone//dual sim//memory card slot,"KSh 1,800",18%
"Logitech H151 Wired Headset, Analog Stereo Headphones with Rotating Noise-Cancelling Microphone","KSh 3,500",No discount
"Itel IT 5081-2.40, OPERA MINI // IT5081 //Kabambe//button Phone + Gift","KSh 2,299",8%
Watch 1.6inch Smartwatch AMOLED 454 * 454,"KSh 2,999",25%
"XIAOMI Redmi 13C , 6.74"" 6GB RAM + 128GB ROM, 50MP AI Triple Camera, 5000mAh (Dual Sim) - Navy Blue","KSh 14,500",40%
DZ09 SIM Camera Sports Waterproof Digital Call Smart Watch,"KSh 1,199",36%
"Tecno SPARK 20 PRO,6.78"" IPS LCD INCHES,8GB RAM UPTO 16GB RAM,256GB ROM,DUAL SIM,5000MAH,108MP,","KSh 23,950",32%
"Phone Case For IPhone 13 Pro Max , Clear Case",KSh 699,30%
"Samsung 25 Watts Type C Super Fast Charger,Charger Android Phone USB-C-C Charging Cable 6.6ft for Alll type C Devices Including Galaxy S23/S23+/S22/S21/S20/S10e/S9/S8/Note20/Note10/Note9/Z Fold 3/4/5","KSh 1,699",43%
"Samsung GT-C5212, 2.2 Inch, Dual Sim, 1000mAh - Black","KSh 4,999",29%
LASA Tripod Phone Mount Holder Screw Rotatable Bracket,KSh 950,No discount
"Itel S23+(PLUS),6.78"" INCHES AMOLED,CURVED SCREEN,DUAL SIM,ANDROID 13,50MP CAMERA,5000MAH ,","KSh 21,680",28%
Refurbished Huawei Psmart+2019 6.2 Inches FHD+  4GB + 128GB Black,"KSh 9,999",50%
Wireless  F9 Earphone With BPower ank Bluetooth Control Earphones Stereo Sport Headset LED Display,"KSh 1,045",35%
"Vifone Gian+,1.77"" Screen Kabambe,Wireless FM,Camera,Bright Touch,Facebook,1000mAh(Dual Sim)","KSh 1,399",36%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
"Samsung GALAXY A05s,6.7""-INCHES,5000MAH,DUAL SIM,4GB RAM/128GB ROM,BUDS & SMART WATCH","KSh 16,750",44%
"Nokia 3310, 2.4 Inches 2MP Dual SIM Cards-Grey","KSh 4,699",14%
Samsung  Fast Charging Charger 45W USB-C To USB-C,"KSh 1,799",5%
Polymer Replacement Battery For LQ-S1 Smart Phone Watch for V8 Y1 A1 W8 SMARTWATCH,KSh 499,38%
"Tecno SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+MAGNIFIER","KSh 15,399",38%
"Infinix SMART 8,DISPLAY SIZE,6.6 INCHES (128GB ROM/4GB RAM)5000MAH, & FREEBIES PACK","KSh 12,950",35%
Music Pioneer P47 Bluetooth5.0 Casque Stéréo Sans Fil HIFI écouteur,KSh 400,49%
USB 2.0 V3 Data Cable,KSh 245,18%
Samsung 15W Galaxy TYPE C FAST Charger FOR Note 10 Plus And Lite / S20 / S20+ / S20 Ultra / S10 Lite / S10 / S10 Plus /S10e / S8 / S8 Plus / S8 Active / S9 / S9 Plus / Note 8 / Note 9/ A30 / A50 / A70 / LG G7 G8 ThinQ / Motorola All Android USB Type C,KSh 820,32%
Redmi Note 10 Pro Case Butterfly Soft Phone Back Cover,KSh 319,33%
air 31 Wireless Crystal Transparent Bluetooth Headphones 5.3   air 31 In-Ear Wireless Headphones Transparent Charging Case Subwoofer Stereo Headphones Airpods Sports Headphones Built-in Microphone Headphones LED Digital Display,KSh 884,45%
Oraimo USB TYPE C TO TYPE C FAST CHARGING CABLE,KSh 430,28%
"Oraimo Strong Bass, HD Sound Earphone + Mic",KSh 269,No discount
Portable 20000MAH Power Bank WITH 4 CABLES With USB C & MICRO INPUT OUTPUT - BLACK,"KSh 1,890",21%
"Realme  C51 6.74'', 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh - Black + Power Bank  & Smart Watch","KSh 16,299",46%
"XIAOMI REDMI 13C 8GB RAM.,256GB ROM,5000MAH,50MP & CLASSY FREEBIES","KSh 18,990",10%
"Itel 5081 2.40 "",Triple SIM/It5081, Kabambe Button Phone+ Free F9 Wireless Bluetooth Earbuds & Cap","KSh 3,000",23%
Phone Case For Leather Card Wallet Tecno Camon 20 Pro 4G,KSh 999,44%
"Infinix NOTE 30 PRO, 256ROM+8GB RAM, DISPLAY 6.78"" FHD+ 5000MA,GD,+ PLUS GIFTS/CY/","KSh 22,999",43%
"Samsung SM-B310, 2.0inch, 800mAh, Dual Sim-White","KSh 2,799",30%
"Itel A18, 5.0"" Display, 32GB ROM +1GB RAM (Dual Sim) 2400mAh - Gray","KSh 6,199",38%
Type C To 3.5 Mm Audio Jack Cable Aux,KSh 750,25%
Apple 20W PD Car Charger Adapter Fast Charging For Iphone 13 PRO With Type C - LIGHTNING CABLE,"KSh 1,800",40%
"Oppo A78, 4G, 6.43"", 256GB + 8GB RAM (Dual SIM), 5000mAh, +FREE GIFTS","KSh 33,699",33%
"Itel FLIP 1,2.4""FLIP PHONE,DUAL SIM,1200MAH","KSh 3,380",16%
Pkcell AA Alkaline Batteries LR6 1.5V Double A Battery for Torch Keyboards Clocks Toys Remote Controls Radio Camera Wireless Mouse Game Controllers,"KSh 275 - KSh 2,999",49%
Lenovo LP19 Bluetooth 5.1 TWS Sports Earphones-black,"KSh 1,299",43%
Apple Super Fast USB Type C To Lightning  Iphone Cable,KSh 899,47%
"Samsung  Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh+COVER  SPEAKER","KSh 18,399",47%
Oppo A60 6.67 INCHES DISPLAY 8GB RAM +256 GB ROM 5000 MAH DUAL SIM + S WATCH,"KSh 30,499",24%
"XIAOMI Redmi A2 Plus, 6.52""  2GB + 32GB 5000mAh (Dual SIM) -  Blue + Free Gifts","KSh 11,450",36%
Ultra wireless charging smartwatch with three straps,"KSh 2,204",54%
"XIAOMI REDMI 13C.6.74 INCHES,8GB RAM/256GB ROM, FREE SMART WATCH","KSh 18,450",26%
"Itel 3 Sim Card Phone It5081-2.40 "", Button Phones ,Opera Mini - KADUDA PHONE","KSh 2,300",23%
"Badili - Samsung Galaxy A14 5G , 64GB, Black","KSh 14,499",28%
Smart Watch Full Touch Screen Watch - For Android & IOS,"KSh 1,199",42%
Square Smartwatch Touch Dial Call Music Smartclock For Android IOS Fitness Tracker Sport,"KSh 2,258",50%
Samsung A15 Privacy Anti-Peep Tempered Glass For Phone Screen.,KSh 599,40%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
"Phone Case For Mobile Phone, Universal Waterproof Phone Case Water Proof Bag",KSh 499,No discount
"Itel A50 , 6.6"" Big Screen //UPTO 6GB RAM+64GB ROM //5000mAh //4G //8MP /Ksly -B","KSh 9,199",39%
"XIAOMI REDMI 13C,IPS LCD 6.74""256GB ROM & 8GB RAM,BUDS & HOLDER","KSh 18,900",24%
DZ09 Bluetooth Smartwatch SD SLOT TOUCH SCREEN,"KSh 1,809 - KSh 1,899",5%
5/10/20/25 Pcsinspirational Bible Quotes Stickers Decal Stickers Skateboard Stickers For Laptop Phone Motorcycles Helmet Car Decoration PVC Cool Graffiti Sticker Kids Toy,"KSh 418 - KSh 1,060",38%
U&I Divine Series 1 True Wireless Stereo Earbuds - Black/Red,"KSh 1,199",37%
"Samsung 25 Watts Super Fast Charger adapter With Type C outputCable Not Included for Galaxy A14,A13,A12,A22,A24,A34,A54,A73,A70 and All S series","KSh 1,399",46%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,+MAGNIFIER CV WATCH","KSh 13,599",32%
Solar Powerbank 20000mAh,"KSh 4,511",21%
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+SP WW2","KSh 31,799",21%
Oraimo OCD-L53 IPhone USB Cable 2.1A Fast Charging & High-Speed Syncing,KSh 249,45%
XIAOMI  Redmi 13C// DISPLAY 6.74''// 4GB //128GB //Android 13 //Dual SIM// KSLY++W+BT+R+O+PB,"KSh 14,099",30%
"Safaricom NEON SMARTA,(safaricom Locked Sim)5.0"" (2GB+32GB)& PODS","KSh 7,200",28%
"P47 Bluetooth Headphone, Wireless With mem Card Slot",KSh 620,38%
2.09 Smart Watch Full Touch Screen-Gold Steelbelt,"KSh 1,790",37%
Jbl Original JBL T110 Wired Earphones Stereo Music,"KSh 1,999",50%
Pro 11 3G Tablet PC,"KSh 9,099",30%
"Apple 20W PD USB TYPE C - LIGHTNING CHARGER IPHONE UK IPHONE 12 PRO, IPHONE 13 PRO MAX","KSh 1,750",42%
Oraimo Slice Link Pro 10000mAh 22.5W Power Bank,"KSh 2,799",30%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
TWS Tws_Wireless Bluetooth Headsets Earphones Pro4,KSh 645,No discount
Y1 Bluetooth SPORT V8 Smartwatch GSM SIM TF SD CARD SLOT WRISTWATCH,"KSh 1,820",4%
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 11,900",40%
Caseme Phone Case For Wallet Retro Black Suede Leather Flip Case For IPhone 12,"KSh 1,880",25%
Hi-fi 5.3 Bluetooth Headset Sports Ear Clips,KSh 590,35%
"Itel IT 5081 , 3 SIM (IT5081) + Gift 64GB Memory Card","KSh 2,750",21%
Infinix Original Infinix Normal Charger,KSh 799,39%
"SQ SQ7700, 2.4"" //QUAD SIM (4) /10000mAh Free Gifts","KSh 3,500",10%
"Tecno T301 , Dual Sim, Button KABAMBE/ KATULULU phone + Free Headphone & Cap Free","KSh 2,550",15%
TWS  Pro 5s Earphone Wireless Bluetooth 5.0 Headset,"KSh 1,200",38%
Itel 5081// Button Phone//Feature Phone//Triple Sim With FM radio,"KSh 2,499",17%
TWS Airpods Pro 3 Bluetooth,"KSh 1,599",20%
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Peacock Green  2YRs WRTY","KSh 64,999",6%
Phone Case For Plating Magsafe Case For Samsung Galaxy S21 FE 5G Wireless Charging Magnetic Transparent Case With Lens Protection Cover,KSh 802,50%
"Nokia 210-Classic-Black 2.4"" 2MP GSM Keyboard Mobile Phone","KSh 4,800",26%
"Itel A70, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh,+SPORT S WATCH","KSh 11,799",41%
"Realme C53 6.74'' 8GB RAM 256GB ROM Android 13, 5000 mAh - gold + Free Gifts","KSh 21,499",28%
Tecno T301 Dual Sim-Black with Memory Card Slot upto 32 GB,"KSh 1,799",18%
(Only Case) Silicone Protective Case Cover Storage Box For AirPods Pro 3 Bluetooth Earphone-Red,KSh 83,45%
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Noble Black 2YRs WRTY","KSh 64,999",6%
Smartwatch Model W007 WITH SIMCARD SLOT,"KSh 3,325",34%
SQ 1000 - Powerbank Phone- (20000mAH Battery) ìBlack + Extra Bonus,"KSh 4,600",12%
"Itel A70 Awesome , Display 6.6"" //UPTO 8GB RAM+128GB ROM //5000mAh //8MP /Ksly +FREE EARBUDS+W+O","KSh 11,099",26%
"Nokia C12 PRO,6.3""IPS LCD DISPLAY,2GB RAM UPTO 4GB RAM & 64GB ROM,4000MAH,8MP,","KSh 11,990",33%
"XIAOMI  Redmi Note 13 Pro, 6.67"", 256GB + 8GB RAM, 200MP, (Dual SIM), 5100mAh - Blue + Free Gifts","KSh 47,600",32%
"Vonex X10 Camera, FM Radio, Dual Sim, Battery 2500mAH With Torch & Facebook","KSh 1,899",24%
quality live broadcast  Professional Condenser Mic WITH Shock Mount And USB Sound Card Podcast stage MICROPHONE FOR STUDIO MUSIC VLOG SOUND RECORDING MIC,"KSh 3,099",28%
U&I Bouncer Series Charging Cable - Black,KSh 166,No discount
P47 Wireless Bluetooth Music Headphones-WHITE,KSh 600,45%
"Oppo  A18, 6.56'', 4GB RAM + 64GB, ColorOs 13.1, (Dual SIM), 5000mAh,+SW MAG CV","KSh 15,399",36%
"Phone Case For iPhone XR Shock absorbing , Clear Case",KSh 695,31%
Samsung Galaxy  A52 Liquid Soft Silicone Case/cover,KSh 449,44%
Photography Tripod 14 Adjustable Buckle Aluminum Tube Rack,KSh 950,39%
Phone Case For Tecno Spark 10C Fashion Shock-Proof Phone Cover Case+Sports BT Headset+Ring+OTG.-,KSh 690,23%
Plating Magsafe Case For IPhone 11 Wireless Charging Magnetic Transparent Case With Lens Protection Cover,KSh 959,40%
Oraimo 27000mAh Traveller PowerBank,"KSh 4,995",17%
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+MG I12 W","KSh 31,799",21%
Bracket Photography Selfie Stick Recording Handle Stabilizer,"KSh 1,299",38%
